UMAP1,UMAP2,PMID,Title,Year,Cluster
18.970352,16.085629,29405971,Diagnostic performance of uric acid for prediction of preeclampsia.,2018,4
16.570463,16.973642,29394409,Schizophrenia-Like Dopamine Release Abnormalities in a Mouse Model of NMDA Receptor Hypofunction.,2019,2
16.092089,15.165867,29355695,Behavioral effects of the combined use of alcohol and energy drinks on alcohol hangover in an experimental mice model.,2018,4
14.92618,12.338291,29243846,AQP2 can modulate the pattern of Ca2+ transients induced by store-operated Ca2+ entry under TRPV4 activation.,2018,8
14.671758,14.415898,29197004,Immunohistological Techniques.,2018,3
15.365347,14.272128,29108637,Expression of aquaporin-3 (AQP3) in placentas from pregnancies complicated by preeclampsia.,2017,3
13.948131,18.619358,29085903,"Molecular Mechanisms in Perirhinal Cortex Selectively Necessary for Discrimination of Overlapping Memories, but Independent of Memory Persistence.",2017,1
12.697958,13.2612705,29068360,Soluble CD40 Ligand and Oxidative Response Are Reciprocally Stimulated during Shiga Toxin-Associated Hemolytic Uremic Syndrome.,2017,5
14.080986,14.48497,28986756,Vascular Dysfunction in Mother and Offspring During Preeclampsia: Contributions from Latin-American Countries.,2017,3
14.657901,17.407185,28947572,The Timing of Reward-Seeking Action Tracks Visually Cued Theta Oscillations in Primary Visual Cortex.,2017,4
12.259789,13.946396,28888654,Shiga toxin-producing Escherichia coli (STEC) O22:H8 isolated from cattle reduces E. coli O157:H7 adherence in vitro and in vivo.,2017,6
12.675354,13.126861,28718802,Ouabain Protects Human Renal Cells against the Cytotoxic Effects of Shiga Toxin Type 2 and Subtilase Cytotoxin.,2017,5
14.145242,12.220952,28710541,Injury-induced purinergic signalling molecules upregulate pluripotency gene expression and mitotic activity of progenitor cells in the zebrafish retina.,2017,8
12.604327,13.809602,28643674,Microbiological and serological control of Escherichia coli O157: H7 in kindergarten staff in Buenos Aires city and suburban areas.,2017,6
12.511321,15.727018,28523190,Expression of uPAR in Urinary Podocytes of Patients with Fabry Disease.,2017,0
14.655275,13.136825,28486763,Tonoplast (BvTIP1;2) and plasma membrane (BvPIP2;1) aquaporins show different mechanosensitive properties.,2017,8
17.308853,16.825567,28476642,Properties of the corticostriatal long term depression induced by medial prefrontal cortex high frequency stimulation in vivo.,2017,2
12.426869,15.873639,28473934,"In Acute IgA Nephropathy, Proteinuria and Creatinine Are in the Spot, but Podocyturia Operates in Silence: Any Place for Amiloride?",2017,0
14.145039,18.170027,28439227,Requirement of NF-kappa B Activation in Different Mice Brain Areas during Long-Term Memory Consolidation in Two Contextual One-Trial Tasks with Opposing Valences.,2017,1
15.04086,17.76906,28432141,The Spacing Effect for Structural Synaptic Plasticity Provides Specificity and Precision in Plastic Changes.,2017,1
14.6236105,13.879957,28258575,Aquaporins in Fetal Development.,2017,3
16.205767,16.406353,28213811,Basal Forebrain Cholinergic System and Memory.,2018,2
17.228764,16.790005,28193688,Compulsive Social Behavior Emerges after Selective Ablation of Striatal Cholinergic Interneurons.,2017,2
12.206607,10.716409,28130648,Short- and long-term effects of nicotine and the histone deacetylase inhibitor phenylbutyrate on novel object recognition in zebrafish.,2017,7
12.52433,11.07556,28118493,Anticonvulsant effect of sodium cyclamate and propylparaben on pentylenetetrazol-induced seizures in zebrafish.,2017,4
14.895507,12.353798,28098409,TRPV4 Contributes to Resting Membrane Potential in Retinal Müller Cells: Implications in Cell Volume Regulation.,2017,8
14.645111,18.436832,28069463,Extinction and recovery of an avoidance memory impaired by scopolamine.,2017,1
17.493162,15.952612,28066234,Early Cognitive/Social Deficits and Late Motor Phenotype in Conditional Wild-Type TDP-43 Transgenic Mice.,2016,2
12.537422,12.820751,28057514,Systemic effects of Subtilase cytotoxin produced by Escherichia coli O113:H21.,2017,5
11.717588,13.258267,28042026,Dexamethasone prevents motor deficits and neurovascular damage produced by shiga toxin 2 and lipopolysaccharide in the mouse striatum.,2017,5
12.367766,15.814044,26842625,Podocyturia is significantly elevated in untreated vs treated Fabry adult patients.,2016,0
12.603345,15.669009,27733175,Increased urinary CD80 excretion and podocyturia in Fabry disease.,2016,0
14.557871,13.100768,27695468,The Water to Solute Permeability Ratio Governs the Osmotic Volume Dynamics in Beetroot Vacuoles.,2016,8
14.586779,17.040728,27625602,Observing Grasping Actions Directed to Emotion-Laden Objects: Effects upon Corticospinal Excitability.,2016,4
16.80354,17.808313,27568555,Decrease of a Current Mediated by Kv1.3 Channels Causes Striatal Cholinergic Interneuron Hyperexcitability in Experimental Parkinsonism.,2016,2
13.399439,13.485586,27527816,Immunization with BLS-Stx2B chimera totally protects dams from early pregnancy loss induced by Shiga toxin type 2 (Stx2) and confers anti-Stx2 immunity to the offspring.,2016,5
12.755318,12.473755,27521227,Effects of shiga toxin 2 on cellular regeneration mechanisms in primary and three-dimensional cultures of human renal tubular epithelial cells.,2016,5
15.298979,13.947951,27488203,Endocannabinoids participate in placental apoptosis induced by hypoxia inducible factor-1.,2016,3
17.16589,16.14237,27431292,"Inducible ablation of dopamine D2 receptors in adult mice impairs locomotion, motor skill learning and leads to severe parkinsonism.",2017,2
15.60468,16.669516,27419661,Chronic pregabalin treatment decreases excitability of dentate gyrus and accelerates maturation of adult-born granule cells.,2017,4
18.821394,15.649135,27342375,The unfavorable lipid environment reduced caveolin-1 expression in apical membranes from human preeclamptic placentas.,2016,4
14.482769,18.715853,27321160,Reconsolidation-induced memory persistence: Participation of late phase hippocampal ERK activation.,2016,1
16.870117,16.60581,27225760,Loss of Homeostasis in the Direct Pathway in a Mouse Model of Asymptomatic Parkinson's Disease.,2016,2
14.683993,12.429177,27191152,AQP2-Induced Acceleration of Renal Cell Proliferation Involves the Activation of a Regulatory Volume Increase Mechanism Dependent on NHE2.,2017,8
13.964503,18.631659,27130259,Memory consolidation and expression of object recognition are susceptible to retroactive interference.,2017,1
15.137419,14.352208,27016779,TPRV-1 expression in human preeclamptic placenta.,2016,3
13.698758,14.682995,27016670,The dicrotic notch analyzed by a numerical model.,2016,4
18.826147,15.760405,27015899,Erratum to: Podocyturia is significantly elevated in untreated vs treated Fabry adult patients.,2016,4
12.276802,15.707086,26942026,Podocyturia: A Clue for the Rational Use of Amiloride in Alport Renal Disease.,2016,0
14.702113,18.132645,26779016,Serotonin 2a Receptor and Serotonin 1a Receptor Interact Within the Medial Prefrontal Cortex During Recognition Memory in Mice.,2015,1
14.356853,17.943857,26656723,Functional Evidence for Memory Stabilization in Sensorimotor Adaptation: A 24-h Resting-State fMRI Study.,2017,1
15.460763,13.923432,26568619,Placental programmed cell death: insights into the role of aquaporins.,2016,3
14.152422,18.526918,26493441,Dorsal medial prefrontal cortex contributes to conditioned taste aversion memory consolidation and retrieval.,2015,1
16.368761,17.090282,26484945,Modulation of GABA release from the thalamic reticular nucleus by cocaine and caffeine: role of serotonin receptors.,2016,2
14.412931,13.502329,26470817,Activity of NA(+)/H(+) exchangers alters aquaporin-mediated water transport in human placenta.,2015,8
12.915622,12.964016,26335361,Prevention of renal damage caused by Shiga toxin type 2: Action of Miglustat on human endothelial and epithelial cells.,2015,5
16.139515,14.749956,26192095,Alcohol hangover induces mitochondrial dysfunction and free radical production in mouse cerebellum.,2015,4
12.167838,15.656177,26064721,Copious Podocyturia without Proteinuria and with Normal Renal Function in a Young Adult with Fabry Disease.,2015,0
12.101271,13.844051,26030198,Clade 8 and Clade 6 Strains of Escherichia coli O157:H7 from Cattle in Argentina have Hypervirulent-Like Phenotypes.,2015,6
12.1300745,10.589625,25981209,Effects of combined nicotine and fluoxetine treatment on adult hippocampal neurogenesis and conditioned place preference.,2015,7
14.608169,11.968858,25980432,TRPV4 mediates flow-induced increases in intracellular Ca in medullary thick ascending limbs.,2015,4
16.884415,17.552834,25963416,Contrasting gene expression patterns induced by levodopa and pramipexole treatments in the rat model of Parkinson's disease.,2016,2
16.907658,16.495058,25872916,Altered Corticostriatal Connectivity and Exploration/Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction.,2015,2
15.609623,13.080829,25856239,Voltage-dependent K+ currents contribute to heterogeneity of olfactory ensheathing cells.,2015,4
13.566097,13.370589,25819809,Involvement of hypoxia and inflammation in early pregnancy loss mediated by Shiga toxin type 2.,2015,5
14.733835,16.97077,25810483,Direct mapping rather than motor prediction subserves modulation of corticospinal excitability during observation of actions in real time.,2015,4
12.359127,13.92721,25794836,Inhibition of water absorption and selective damage to human colonic mucosa induced by Shiga toxin-2 are enhanced by Escherichia coli O157:H7 infection.,2015,6
14.044807,18.649464,25506318,Medial prefrontal cortex dopamine controls the persistent storage of aversive memories.,2014,1
17.380331,16.057377,25392493,Reversible behavioral phenotypes in a conditional mouse model of TDP-43 proteinopathies.,2014,2
13.457841,13.452536,25157355,Effects of Shiga toxin type 2 on maternal and fetal status in rats in the early stage of pregnancy.,2014,5
14.832783,17.813734,24859216,Understanding intellectual disability through RASopathies.,2014,4
12.645176,12.639199,24466317,Effects of Escherichia coli subtilase cytotoxin and Shiga toxin 2 on primary cultures of human renal tubular epithelial cells.,2014,5
