GeneID,Symbol,TaxID,Ensembl,SwissProt,TrEMBL,RefSeq_RNA,RefSeq_Protein
7038,TG,9606,['ENSG00000042832'],['P01266'],"['E5RG33', 'E7EVM0', 'H0YB42', 'H0YBC5', 'H0YBJ2', 'H0YBL4', 'H0YBQ6', 'H0YBR7', 'H0YBY1']","['NM_003235.5', 'XM_005251038.5', 'XM_005251040.5', 'XM_005251042.5', 'XM_006716622.4', 'XM_017013793.2', 'XM_017013794.2', 'XM_017013795.2', 'XM_017013796.2', 'XM_017013798.2', 'XM_017013799.2', 'XM_017013800.2', 'XM_047422166.1', 'XM_054361123.1', 'XM_054361124.1', 'XM_054361125.1', 'XM_054361126.1', 'XM_054361127.1', 'XM_054361128.1', 'XM_054361129.1', 'XM_054361130.1', 'XM_054361131.1', 'XM_054361132.1', 'XM_054361133.1', 'XM_054361134.1']","['NP_003226.4', 'XP_005251095.1', 'XP_005251097.1', 'XP_005251099.1', 'XP_006716685.1', 'XP_016869282.1', 'XP_016869283.1', 'XP_016869284.1', 'XP_016869285.1', 'XP_016869287.1', 'XP_016869288.1', 'XP_016869289.1', 'XP_047278122.1', 'XP_054217098.1', 'XP_054217099.1', 'XP_054217100.1', 'XP_054217101.1', 'XP_054217102.1', 'XP_054217103.1', 'XP_054217104.1', 'XP_054217105.1', 'XP_054217106.1', 'XP_054217107.1', 'XP_054217108.1', 'XP_054217109.1']"
13370,Dio1,10090,"['ENSMSIG00000014137', 'ENSMUSG00000034785']",['Q61153'],[],['NM_007860.4'],['NP_031886.3']
16491,Kcna3,10090,"['ENSFALG00000003133', 'ENSMPUG00000019911', 'ENSMSIG00000032166', 'ENSMUSG00000047959', 'ENSNVIG00000023230']",['P16390'],[],['NM_008418.3'],['NP_032444.2']
26417,Mapk3,10090,"['ENSMPUG00000012636', 'ENSMSIG00000015568', 'ENSMUSG00000063065', 'ENSNVIG00000000806']",['Q63844'],"['A0A0U1RPX4', 'A0A0U1RPZ0', 'D3Z3G6', 'D3Z6D8']",['NM_011952.2'],['NP_036082.1']
2353,FOS,9606,['ENSG00000170345'],['P01100'],"['A0ACI8RX67', 'A0ACI8UDG3', 'G3V289', 'G3V2V7', 'G3V5J9', 'G3V5N7', 'G3V5N9', 'H0YJM3', 'Q6FG41']",['NM_005252.4'],['NP_005243.1']
18429,Oxt,10090,"['ENSMSIG00000013416', 'ENSMUSG00000027301', 'ENSNVIG00000019896']",['P35454'],['Q545V4'],"['NM_011025.4', 'XM_006498910.5']","['NP_035155.1', 'XP_006498973.1']"
11998,Avp,10090,"['ENSMPUG00000008942', 'ENSMSIG00000013423', 'ENSMUSG00000037727']",['P35455'],['Q3UUQ5'],['NM_009732.2'],['NP_033862.1']
14580,Gfap,10090,"['ENSFALG00000007541', 'ENSMPUG00000008874', 'ENSMSIG00000027794', 'ENSMUSG00000020932', 'ENSNVIG00000022774']",['P03995'],[],"['NM_001131020.1', 'NM_010277.3', 'XM_030245571.2', 'XR_388347.5']","['NP_001124492.1', 'NP_034407.2', 'XP_030101431.1']"
52897,Rbfox3,10090,"['ENSFALG00000027524', 'ENSMPUG00000012319', 'ENSMSIG00000016937', 'ENSMUSG00000025576', 'ENSNVIG00000014360']",['Q8BIF2'],"['A2A4W9', 'B7ZC11']","['NM_001024931.2', 'NM_001039167.1', 'NM_001039168.1', 'NM_001285436.1', 'NM_001285437.1', 'NM_001285438.1', 'XM_006533722.5', 'XM_006533725.5', 'XM_006533726.4', 'XM_006533727.4', 'XM_017314661.2', 'XM_017314662.2', 'XM_017314663.2', 'XM_030246130.2', 'XM_030246131.2', 'XM_030246132.2', 'XM_030246133.1', 'XM_030246134.2', 'XM_030246135.2', 'XM_030246136.1', 'XM_030246137.2', 'XM_030246138.2', 'XM_030246139.1', 'XM_030246140.1', 'XM_030246141.1', 'XM_036156838.1', 'XM_036156839.1', 'XM_036156840.1']","['NP_001020102.2', 'NP_001034256.1', 'NP_001034257.1', 'NP_001272365.1', 'NP_001272366.1', 'NP_001272367.1', 'XP_006533785.1', 'XP_006533788.1', 'XP_006533789.1', 'XP_006533790.1', 'XP_017170150.1', 'XP_017170151.1', 'XP_017170152.1', 'XP_030101990.1', 'XP_030101991.1', 'XP_030101992.1', 'XP_030101993.1', 'XP_030101994.1', 'XP_030101995.1', 'XP_030101996.1', 'XP_030101997.1', 'XP_030101998.1', 'XP_030101999.1', 'XP_030102000.1', 'XP_030102001.1', 'XP_036012731.1', 'XP_036012732.1', 'XP_036012733.1']"
21926,Tnf,10090,"['ENSMSIG00000004462', 'ENSMUSG00000024401', 'ENSNVIG00000016509']",['P06804'],"['A0A0R4J210', 'Q3U593']","['NM_001278601.1', 'NM_013693.3']","['NP_001265530.1', 'NP_038721.1']"
16183,Il2,10090,"['ENSMSIG00000011366', 'ENSMUSG00000027720', 'ENSNVIG00000014254']",['P04351'],[],['NM_008366.3'],['NP_032392.1']
9467,SH3BP5,9606,['ENSG00000131370'],['O60239'],"['A0ACI8Q670', 'A0ACI8QHV1', 'A0ACI8RBM8', 'A0ACI8RJD0', 'A0ACI8RVD8', 'A0ACI8SBX7', 'A0ACI8UEL0', 'A0ACI8UEL5', 'A0ACI8UEM2', 'A0ACI8UF37', 'A0ACI8UGD4', 'C9J140', 'C9JK30', 'C9JNW0', 'F8WDU8']","['NM_001018009.4', 'NM_004844.5', 'XM_011534251.3', 'XM_017007525.2', 'XM_047449240.1', 'XM_047449241.1', 'XM_047449242.1', 'XM_047449244.1', 'XM_047449245.1', 'XM_054348450.1', 'XM_054348451.1', 'XM_054348452.1', 'XM_054348453.1', 'XM_054348454.1', 'XM_054348455.1']","['NP_001018009.2', 'NP_004835.2', 'XP_011532553.1', 'XP_016863014.2', 'XP_047305196.1', 'XP_047305197.1', 'XP_047305198.1', 'XP_047305200.1', 'XP_047305201.1', 'XP_054204425.1', 'XP_054204426.1', 'XP_054204427.1', 'XP_054204428.1', 'XP_054204429.1', 'XP_054204430.1']"
24768,Scnn1g,10116,['ENSRNOG00000017842'],['P37091'],['G3V8A6'],['NM_017046.2'],['NP_058742.2']
24523,Klk1,10116,['ENSRNOG00000068378'],['P36373'],"['A0A0G2K6G1', 'G3V8H1']",['NM_012593.2'],['NP_036725.2']
4846,NOS3,9606,['ENSG00000164867'],['P29474'],"['A0ACI8U7M6', 'A0ACI8U7S4', 'A0S0A6', 'E7ESA7', 'H7C4V4']","['NM_000603.5', 'NM_001160109.2', 'NM_001160110.1', 'NM_001160111.1']","['NP_000594.2', 'NP_001153581.1', 'NP_001153582.1', 'NP_001153583.1']"
7422,VEGFA,9606,['ENSG00000112715'],['P15692'],"['A0A0A0MSH5', 'A0A0Y0IMM4', 'A2A2V4', 'H0YBI8', 'H0YBZ0']","['NM_001025366.3', 'NM_001025367.3', 'NM_001025368.3', 'NM_001025369.3', 'NM_001025370.3', 'NM_001033756.3', 'NM_001171622.2', 'NM_001171623.2', 'NM_001171624.2', 'NM_001171625.2', 'NM_001171626.2', 'NM_001171627.2', 'NM_001171628.2', 'NM_001171629.2', 'NM_001171630.2', 'NM_001204384.2', 'NM_001204385.2', 'NM_001287044.2', 'NM_001317010.2', 'NM_003376.6']","['NP_001020537.2', 'NP_001020538.2', 'NP_001020539.2', 'NP_001020540.2', 'NP_001020541.2', 'NP_001028928.1', 'NP_001165093.1', 'NP_001165094.1', 'NP_001165095.1', 'NP_001165096.1', 'NP_001165097.1', 'NP_001165098.1', 'NP_001165099.1', 'NP_001165100.1', 'NP_001165101.1', 'NP_001191313.1', 'NP_001191314.1', 'NP_001273973.1', 'NP_001303939.1', 'NP_003367.4']"
2321,FLT1,9606,['ENSG00000102755'],['P17948'],"['A0A1W2PNW4', 'A0ACI8R803', 'A0ACI8RLP3', 'A0ACI8RPN7', 'A0ACI8SG32']","['NM_001159920.2', 'NM_001160030.2', 'NM_001160031.1', 'NM_001445916.1', 'NM_002019.4']","['NP_001153392.1', 'NP_001153502.1', 'NP_001153503.1', 'NP_001432845.1', 'NP_002010.2']"
775,CACNA1C,9606,"['ENSG00000151067', 'ENSG00000285479']",['Q13936'],"['A0A087WUX4', 'A0A0A0MR67', 'A0A0A0MSA1', 'A0A5F9ZHD9', 'A0A804HHT8', 'A0A804HI37', 'A0A804HIJ8', 'A0A804HIR0', 'A0A804HIZ0', 'A0A804HJ44', 'A0A804HJB6', 'A0A804HJR1', 'A0A804HKC4', 'A0A804HKE9', 'A0AA34QVT1', 'E9PDI6', 'F5GY28', 'F5H522', 'F5H638', 'Q59GU3', 'Q5V9X9']","['NM_000719.7', 'NM_001129827.2', 'NM_001129829.2', 'NM_001129830.3', 'NM_001129831.2', 'NM_001129832.2', 'NM_001129833.2', 'NM_001129834.2', 'NM_001129835.2', 'NM_001129836.2', 'NM_001129837.2', 'NM_001129838.2', 'NM_001129839.2', 'NM_001129840.2', 'NM_001129841.2', 'NM_001129842.2', 'NM_001129843.2', 'NM_001129844.2', 'NM_001129846.2', 'NM_001167623.2', 'NM_001167624.3', 'NM_001167625.2', 'NM_199460.4', 'XM_006719017.3', 'XM_011521020.3', 'XM_011521023.4', 'XM_017019926.3', 'XM_017019927.3', 'XM_017019928.3', 'XM_017019929.3', 'XM_017019930.3', 'XM_017019931.3', 'XM_017019932.3', 'XM_017019933.3', 'XM_017019934.3', 'XM_017019935.3', 'XM_017019939.3', 'XM_017019943.3', 'XM_017019944.3', 'XM_017019945.3', 'XM_017019946.3', 'XM_017019947.3', 'XM_017019948.3', 'XM_017019949.3', 'XM_017019950.3', 'XM_017019953.2', 'XM_017019954.2', 'XM_017019955.3', 'XM_047429513.1', 'XM_047429514.1', 'XM_047429515.1', 'XM_047429516.1', 'XM_047429517.1', 'XM_047429518.1', 'XM_047429519.1', 'XM_047429520.1', 'XM_054332286.1', 'XM_054332287.1', 'XM_054332288.1', 'XM_054332289.1', 'XM_054332290.1', 'XM_054332291.1', 'XM_054332292.1', 'XM_054332293.1', 'XM_054332294.1', 'XM_054332295.1', 'XM_054332296.1', 'XM_054332297.1', 'XM_054332298.1', 'XM_054332299.1', 'XM_054332300.1', 'XM_054332301.1', 'XM_054332302.1', 'XM_054332303.1', 'XM_054332304.1', 'XM_054332305.1', 'XM_054332306.1', 'XM_054332307.1', 'XM_054332308.1', 'XM_054332309.1', 'XM_054332310.1', 'XM_054332311.1', 'XM_054332312.1', 'XM_054332313.1', 'XM_054332314.1', 'XM_054332315.1', 'XM_054332316.1', 'XM_054332317.1', 'XM_054332318.1', 'XM_054373150.1', 'XM_054373151.1', 'XM_054373152.1', 'XM_054373153.1', 'XM_054373154.1', 'XM_054373155.1', 'XM_054373156.1', 'XM_054373157.1', 'XM_054373158.1', 'XM_054373159.1', 'XM_054373160.1', 'XM_054373161.1', 'XM_054373162.1', 'XM_054373163.1', 'XM_054373164.1', 'XM_054373165.1', 'XM_054373166.1', 'XM_054373167.1', 'XM_054373168.1', 'XM_054373169.1', 'XM_054373170.1', 'XM_054373171.1', 'XM_054373172.1', 'XM_054373173.1', 'XM_054373174.1', 'XM_054373175.1', 'XM_054373176.1', 'XM_054373177.1', 'XM_054373178.1', 'XM_054373179.1', 'XM_054373180.1', 'XM_054373181.1', 'XM_054373182.1']","['NP_000710.5', 'NP_001123299.1', 'NP_001123301.1', 'NP_001123302.2', 'NP_001123303.1', 'NP_001123304.1', 'NP_001123305.1', 'NP_001123306.1', 'NP_001123307.1', 'NP_001123308.1', 'NP_001123309.1', 'NP_001123310.1', 'NP_001123311.1', 'NP_001123312.1', 'NP_001123313.1', 'NP_001123314.1', 'NP_001123315.1', 'NP_001123316.1', 'NP_001123318.1', 'NP_001161095.1', 'NP_001161096.2', 'NP_001161097.1', 'NP_955630.3', 'XP_006719080.1', 'XP_011519322.1', 'XP_011519325.1', 'XP_016875415.1', 'XP_016875416.1', 'XP_016875417.1', 'XP_016875418.1', 'XP_016875419.1', 'XP_016875420.1', 'XP_016875421.1', 'XP_016875422.1', 'XP_016875423.1', 'XP_016875424.1', 'XP_016875428.1', 'XP_016875432.1', 'XP_016875433.1', 'XP_016875434.1', 'XP_016875435.1', 'XP_016875436.1', 'XP_016875437.1', 'XP_016875438.1', 'XP_016875439.1', 'XP_016875442.1', 'XP_016875443.1', 'XP_016875444.1', 'XP_047285469.1', 'XP_047285470.1', 'XP_047285471.1', 'XP_047285472.1', 'XP_047285473.1', 'XP_047285474.1', 'XP_047285475.1', 'XP_047285476.1', 'XP_054188261.1', 'XP_054188262.1', 'XP_054188263.1', 'XP_054188264.1', 'XP_054188265.1', 'XP_054188266.1', 'XP_054188267.1', 'XP_054188268.1', 'XP_054188269.1', 'XP_054188270.1', 'XP_054188271.1', 'XP_054188272.1', 'XP_054188273.1', 'XP_054188274.1', 'XP_054188275.1', 'XP_054188276.1', 'XP_054188277.1', 'XP_054188278.1', 'XP_054188279.1', 'XP_054188280.1', 'XP_054188281.1', 'XP_054188282.1', 'XP_054188283.1', 'XP_054188284.1', 'XP_054188285.1', 'XP_054188286.1', 'XP_054188287.1', 'XP_054188288.1', 'XP_054188289.1', 'XP_054188290.1', 'XP_054188291.1', 'XP_054188292.1', 'XP_054188293.1', 'XP_054229125.1', 'XP_054229126.1', 'XP_054229127.1', 'XP_054229128.1', 'XP_054229129.1', 'XP_054229130.1', 'XP_054229131.1', 'XP_054229132.1', 'XP_054229133.1', 'XP_054229134.1', 'XP_054229135.1', 'XP_054229136.1', 'XP_054229137.1', 'XP_054229138.1', 'XP_054229139.1', 'XP_054229140.1', 'XP_054229141.1', 'XP_054229142.1', 'XP_054229143.1', 'XP_054229144.1', 'XP_054229145.1', 'XP_054229146.1', 'XP_054229147.1', 'XP_054229148.1', 'XP_054229149.1', 'XP_054229150.1', 'XP_054229151.1', 'XP_054229152.1', 'XP_054229153.1', 'XP_054229154.1', 'XP_054229155.1', 'XP_054229156.1', 'XP_054229157.1']"
776,CACNA1D,9606,['ENSG00000157388'],['Q01668'],"['A0A1B0GTN0', 'A0A1B0GTP8', 'A0A1B0GU49', 'A0A1B0GUB6', 'A0A1B0GUH2', 'A0A1B0GUN6', 'A0A1B0GVI2', 'A0A1B0GW98', 'A0A1B0GWE1', 'A0A1B0GWF7', 'A0A1W2PQ56', 'A0A5F9Z6M3', 'A0ACI8USL6', 'H0Y879', 'H7C4S8', 'Q59GD8']","['NM_000720.4', 'NM_001128839.3', 'NM_001128840.3', 'XM_005265448.4', 'XM_011534094.3', 'XM_011534096.3', 'XM_011534097.3', 'XM_011534099.3', 'XM_011534100.3', 'XM_017007137.2', 'XM_017007138.2', 'XM_017007139.2', 'XM_017007140.2', 'XM_017007141.2', 'XM_017007142.2', 'XM_017007143.2', 'XM_017007144.2', 'XM_017007145.2', 'XM_047448871.1', 'XM_047448872.1', 'XM_047448873.1', 'XM_047448874.1', 'XM_054347768.1', 'XM_054347769.1', 'XM_054347770.1', 'XM_054347771.1', 'XM_054347772.1', 'XM_054347773.1', 'XM_054347774.1', 'XM_054347775.1', 'XM_054347776.1', 'XM_054347777.1', 'XM_054347778.1', 'XM_054347779.1', 'XM_054347780.1', 'XM_054347781.1', 'XM_054347782.1', 'XM_054347783.1', 'XM_054347784.1', 'XM_054347785.1', 'XM_054347786.1']","['NP_000711.1', 'NP_001122311.1', 'NP_001122312.1', 'XP_005265505.1', 'XP_011532396.1', 'XP_011532398.1', 'XP_011532399.1', 'XP_011532401.1', 'XP_011532402.1', 'XP_016862626.1', 'XP_016862627.1', 'XP_016862628.1', 'XP_016862629.1', 'XP_016862630.1', 'XP_016862631.1', 'XP_016862632.1', 'XP_016862633.1', 'XP_016862634.1', 'XP_047304827.1', 'XP_047304828.1', 'XP_047304829.1', 'XP_047304830.1', 'XP_054203743.1', 'XP_054203744.1', 'XP_054203745.1', 'XP_054203746.1', 'XP_054203747.1', 'XP_054203748.1', 'XP_054203749.1', 'XP_054203750.1', 'XP_054203751.1', 'XP_054203752.1', 'XP_054203753.1', 'XP_054203754.1', 'XP_054203755.1', 'XP_054203756.1', 'XP_054203757.1', 'XP_054203758.1', 'XP_054203759.1', 'XP_054203760.1', 'XP_054203761.1']"
25130,Stx2,10116,['ENSRNOG00000000936'],['P50279'],"['A0A0H2UHU9', 'A0A8I6AF84', 'A0A8I6GJW7', 'A0ABK0KYN5', 'A0ACJ1N147', 'G3V632', 'Q7TS57']","['NM_001415751.1', 'NM_012748.2', 'XM_006249253.5', 'XM_017598270.3', 'XM_017598271.3', 'XM_039089101.2', 'XM_039089103.2', 'XM_063271077.1']","['NP_001402680.1', 'NP_036880.2', 'XP_006249315.2', 'XP_017453759.2', 'XP_017453760.1', 'XP_038945029.1', 'XP_038945031.1', 'XP_063127147.1']"
10536,P3H3,9606,['ENSG00000110811'],['Q8IVL6'],"['A0ACI8SMJ9', 'A0ACI8U791', 'A0ACI8U798', 'A0ACI8U799', 'A0ACI8U7A7']",['NM_014262.5'],['NP_055077.2']
4681,NBL1,9606,['ENSG00000158747'],['P41271'],"['A0A087WTY6', 'A3KFI1', 'A3KFI2', 'A3KFI3', 'A3KFI4', 'A3KFI5', 'E5RFZ1']","['NM_001204084.3', 'NM_001204085.2', 'NM_001204086.3', 'NM_001278164.2', 'NM_001278165.2', 'NM_001278166.2', 'NM_005380.8', 'NM_182744.4']","['NP_001191013.1', 'NP_001191014.1', 'NP_001191015.1', 'NP_001265093.1', 'NP_001265094.1', 'NP_001265095.1', 'NP_005371.2', 'NP_877421.2']"
3759,KCNJ2,9606,['ENSG00000123700'],['P63252'],[],['NM_000891.3'],['NP_000882.1']
2706,GJB2,9606,['ENSG00000165474'],['P29033'],['H9U1J4'],"['NM_001445918.1', 'NM_001445919.1', 'NM_004004.6', 'XM_011535049.3', 'XM_054374463.1']","['NP_001432847.1', 'NP_001432848.1', 'NP_003995.2', 'XP_011533351.1', 'XP_054230438.1']"
3552,IL1A,9606,['ENSG00000115008'],['P01583'],[],"['NM_000575.5', 'NM_001371554.1']","['NP_000566.3', 'NP_001358483.1']"
1440,CSF3,9606,['ENSG00000108342'],['P09919'],"['A0ACI8UCI7', 'F6V1T2', 'J3KTH8', 'J3QRD4', 'J3QRX2', 'Q6FH65', 'Q8N4W3']","['NM_000759.4', 'NM_001178147.2', 'NM_172219.3', 'NM_172220.3', 'NR_033662.2', 'NR_168489.1', 'NR_168490.1', 'NR_168491.1']","['NP_000750.1', 'NP_001171618.1', 'NP_757373.1', 'NP_757374.2']"
5806,PTX3,9606,['ENSG00000163661'],['P26022'],['A0ACI8VKH5'],['NM_002852.4'],['NP_002843.2']
7130,TNFAIP6,9606,['ENSG00000123610'],['P98066'],[],"['NM_007115.4', 'XM_047445635.1', 'XM_054343598.1']","['NP_009046.2', 'XP_047301591.1', 'XP_054199573.1']"
79689,STEAP4,9606,['ENSG00000127954'],['Q687X5'],['C9JS50'],"['NM_001205315.2', 'NM_001205316.2', 'NM_024636.4']","['NP_001192244.1', 'NP_001192245.1', 'NP_078912.2']"
2921,CXCL3,9606,['ENSG00000163734'],['P19876'],[],['NM_002090.3'],['NP_002081.2']
3627,CXCL10,9606,['ENSG00000169245'],['P02778'],[],"['NM_001565.4', 'NR_168520.1']",['NP_001556.2']
51284,TLR7,9606,['ENSG00000196664'],['Q9NYK1'],['B2R9N9'],['NM_016562.4'],['NP_057646.1']
7099,TLR4,9606,['ENSG00000136869'],['O00206'],['A0A2R8Y7P4'],"['NM_003266.4', 'NM_138554.5', 'NM_138556.1', 'NM_138557.3']","['NP_003257.1', 'NP_612564.1', 'NP_612567.1']"
3586,IL10,9606,['ENSG00000136634'],['P22301'],"['A0A286YEX3', 'A0A590UK12', 'Q6FGW4']","['NM_000572.3', 'NM_001382624.1', 'NR_168466.1', 'NR_168467.1']","['NP_000563.1', 'NP_001369553.1']"
7124,TNF,9606,"['ENSG00000204490', 'ENSG00000206439', 'ENSG00000223952', 'ENSG00000228321', 'ENSG00000228849', 'ENSG00000228978', 'ENSG00000230108', 'ENSG00000232810']",['P01375'],"['A0A8V8TNL2', 'Q5STB3']",['NM_000594.4'],['NP_000585.2']
81818,Vim,10116,['ENSRNOG00000018087'],['P31000'],[],['NM_031140.1'],['NP_112402.1']
569250,ehmt2,7955,['ENSDARG00000102325'],[],"['A0A8N1Z079', 'A0AC58HYP0', 'A0AC58HYP7', 'A0AC58HYQ0', 'A0AC58HYQ1', 'A0AC58HYQ2', 'A0AC58HYQ4', 'A0AC58HYQ5', 'A0AC58HYQ6', 'A0AC58HYQ8', 'A0AC58HYR2', 'A0AC58HYR3', 'A0AC58HYR8', 'A8TT22']","['NM_001113615.2', 'NM_001441503.1', 'NM_001441504.1', 'NM_001441505.1', 'NM_001441506.1', 'NM_001441507.1', 'NM_001441508.1', 'XM_073931012.1', 'XM_073931013.1', 'XM_073931014.1', 'XM_073931015.1', 'XM_073931017.1', 'XM_073931018.1', 'XM_073931019.1', 'XM_087294837.1', 'XM_087294838.1', 'XM_087294839.1', 'XM_087294840.1', 'XM_087294841.1', 'XM_087294842.1', 'XM_087294843.1', 'XR_015468211.1', 'XR_015516102.1']","['NP_001107087.2', 'NP_001428432.1', 'NP_001428433.1', 'NP_001428434.1', 'NP_001428435.1', 'NP_001428436.1', 'NP_001428437.1', 'XP_073787113.1', 'XP_073787114.1', 'XP_073787115.1', 'XP_073787116.1', 'XP_073787118.1', 'XP_073787119.1', 'XP_073787120.1', 'XP_087150963.1', 'XP_087150964.1', 'XP_087150965.1', 'XP_087150966.1', 'XP_087150967.1', 'XP_087150968.1', 'XP_087150969.1']"
573997,zgc:113984,7955,['ENSDARG00000115644'],[],"['A0A8M1N6T3', 'A8E503']",['NM_001025176.4'],['NP_001020347.2']
192302,hdac1,7955,['ENSDARG00000015427'],[],"['A0A2R8QIW0', 'A0A8M1PDZ9', 'Q8JIY7']","['NM_173236.1', 'XM_005159592.6', 'XM_087293865.1']","['NP_775343.1', 'XP_005159649.1', 'XP_087149991.1']"
24932,Cd4,10116,['ENSRNOG00000071219'],['P05540'],[],"['NM_012705.1', 'XM_006237331.5', 'XM_039107080.2']","['NP_036837.1', 'XP_006237393.1', 'XP_038963008.1']"
24699,Ptprc,10116,['ENSRNOG00000000655'],['P04157'],"['A0A8L2QFX7', 'A0A8L2QGD4', 'A0ABK0LH39']","['NM_001109887.2', 'NM_001109888.2', 'NM_001109889.2', 'NM_001109890.2', 'NM_001429494.1', 'NM_138507.3', 'XM_006249912.4', 'XM_008769534.3', 'XM_039090347.1']","['NP_001103357.1', 'NP_001103358.1', 'NP_001103359.1', 'NP_001103360.1', 'NP_001416423.1', 'NP_612516.2', 'XP_006249974.1', 'XP_008767756.1', 'XP_038946275.1']"
3687,ITGAX,9606,['ENSG00000140678'],['P20702'],"['A0A087X131', 'A0ACI8V4Q5', 'A0ACI8V4R9', 'H3BN02']","['NM_000887.5', 'NM_001286375.2', 'XM_011545852.2', 'XM_011545854.2', 'XM_024450263.2', 'XM_047434074.1', 'XM_047434075.1', 'XM_054380273.1', 'XM_054380274.1', 'XM_054380275.1', 'XM_054380276.1', 'XM_054380277.1']","['NP_000878.2', 'NP_001273304.1', 'XP_011544154.1', 'XP_011544156.1', 'XP_024306031.1', 'XP_047290030.1', 'XP_047290031.1', 'XP_054236248.1', 'XP_054236249.1', 'XP_054236250.1', 'XP_054236251.1', 'XP_054236252.1']"
5992,RFX4,9606,['ENSG00000111783'],['Q33E94'],"['A0ACI8V1N3', 'A0ACI8V1P0', 'F6TUS4', 'F8VRD4', 'F8VX50', 'F8VZC4', 'F8W1T9', 'R4GMS3']","['NM_001206691.2', 'NM_002920.3', 'NM_032491.6', 'NM_213594.3']","['NP_001193620.1', 'NP_115880.2', 'NP_998759.1']"
2302,FOXJ1,9606,['ENSG00000129654'],['Q92949'],[],"['NM_001454.4', 'XM_047435666.1']","['NP_001445.2', 'XP_047291622.1']"
79582,SPAG16,9606,['ENSG00000144451'],['Q8N0X2'],"['A0A0C4DG20', 'B4DYB5', 'E7EWV3', 'E9PE90', 'F8WB32', 'F8WBQ0', 'F8WBY1', 'H0Y811', 'Q4G1A2']","['NM_001025436.3', 'NM_024532.5', 'NR_047659.2', 'NR_047660.2', 'XM_006712746.4', 'XM_011511814.2', 'XM_011511815.3', 'XM_011511816.4', 'XM_011511817.3', 'XM_011511818.3', 'XM_011511819.3', 'XM_011511820.3', 'XM_011511823.4', 'XM_011511824.3', 'XM_011511827.3', 'XM_011511828.3', 'XM_011511829.3', 'XM_011511831.3', 'XM_011511832.3', 'XM_011511837.4', 'XM_017004897.1', 'XM_017004898.1', 'XM_017004899.3', 'XM_024453140.2', 'XM_047445817.1', 'XM_054343872.1', 'XM_054343873.1', 'XM_054343874.1', 'XM_054343875.1', 'XM_054343876.1', 'XM_054343877.1', 'XM_054343878.1', 'XM_054343879.1', 'XM_054343880.1', 'XM_054343881.1', 'XM_054343882.1', 'XM_054343883.1', 'XM_054343884.1', 'XM_054343885.1', 'XM_054343886.1', 'XM_054343887.1', 'XM_054343888.1', 'XM_054343889.1', 'XM_054343890.1', 'XM_054343891.1', 'XM_054343892.1']","['NP_001020607.1', 'NP_078808.3', 'XP_006712809.1', 'XP_011510116.1', 'XP_011510117.1', 'XP_011510118.1', 'XP_011510119.1', 'XP_011510120.1', 'XP_011510121.1', 'XP_011510122.1', 'XP_011510125.1', 'XP_011510126.1', 'XP_011510129.1', 'XP_011510130.1', 'XP_011510131.1', 'XP_011510133.1', 'XP_011510134.1', 'XP_011510139.1', 'XP_016860386.1', 'XP_016860387.1', 'XP_016860388.1', 'XP_024308908.1', 'XP_047301773.1', 'XP_054199847.1', 'XP_054199848.1', 'XP_054199849.1', 'XP_054199850.1', 'XP_054199851.1', 'XP_054199852.1', 'XP_054199853.1', 'XP_054199854.1', 'XP_054199855.1', 'XP_054199856.1', 'XP_054199857.1', 'XP_054199858.1', 'XP_054199859.1', 'XP_054199860.1', 'XP_054199861.1', 'XP_054199862.1', 'XP_054199863.1', 'XP_054199864.1', 'XP_054199865.1', 'XP_054199866.1', 'XP_054199867.1']"
54768,HYDIN,9606,['ENSG00000157423'],['Q4G0P3'],"['A0A087WVK9', 'F5GXK3', 'F5H8I6', 'F8WD03', 'H0YF91', 'H0YH52', 'J3KRJ6', 'J3KSY5', 'J3KTP9', 'J3QL30', 'J3QL79', 'J3QQJ7']","['NM_001198542.1', 'NM_001198543.1', 'NM_001270974.2', 'NM_017558.5', 'NM_032821.2']","['NP_001185471.1', 'NP_001185472.1', 'NP_001257903.1', 'NP_060028.2']"
80217,CFAP43,9606,['ENSG00000197748'],['Q8NDM7'],"['A0A0C4DFU9', 'A0ACI8UWK7', 'H0Y4U9', 'H7BZT8', 'Q5TA04', 'Q5TA05']",['NM_025145.7'],['NP_079421.5']
