PMID,Section,EntityType,Mention,NormalizedName,NormalizedID,Database,Valid
36004327,abstract,Chemical,carbon,Carbon,D002244,ncbi_mesh,True
36004327,abstract,Species,Escherichia coli,562,562,ncbi_taxonomy,True
36004327,abstract,Species,EHEC,,,,False
36004327,abstract,Species,EHEC,,,,False
36004327,abstract,Chemical,sugars,Sugars,D000073893,ncbi_mesh,True
36004327,abstract,Chemical,sugars,Sugars,D000073893,ncbi_mesh,True
36004327,abstract,Chemical,Fucose,Fucose,D005643,ncbi_mesh,True
36004327,abstract,Chemical,Galactose,Galactose,D005690,ncbi_mesh,True
36004327,abstract,Chemical,D-Galactose,Galactose,D005690,ncbi_mesh,True
36004327,abstract,Chemical,N-Gal,Acetylgalactosamine,D000116,ncbi_mesh,True
36004327,abstract,Chemical,N-acetyl-galactosamine,Acetylgalactosamine,D000116,ncbi_mesh,True
36004327,abstract,Chemical,N-Acetyl-Neuraminic Acid,N-Acetylneuraminic Acid,D019158,ncbi_mesh,True
36004327,abstract,Chemical,NAG,Acetylglucosamine,D000117,ncbi_mesh,True
36004327,abstract,Chemical,N-Acetyl-D-Glucosamine,Acetylglucosamine,D000117,ncbi_mesh,True
36004327,abstract,Species,EHEC,,,,False
36004327,abstract,CellLine,HCT-8,2478,2478,cvcl,True
36004327,abstract,CellLine,HCT-8,2478,2478,cvcl,True
36004327,abstract,Chemical,NAG,Acetylglucosamine,D000117,ncbi_mesh,True
36004327,abstract,Chemical,Galactose,Galactose,D005690,ncbi_mesh,True
36004327,abstract,Chemical,Fucose,Fucose,D005643,ncbi_mesh,True
36004327,abstract,Chemical,N-Gal,Acetylgalactosamine,D000116,ncbi_mesh,True
36004327,abstract,Species,EHEC,,,,False
36004327,abstract,Chemical,NAG,Acetylglucosamine,D000117,ncbi_mesh,True
36004327,abstract,Species,E. coli O157:H7,83334,83334,ncbi_taxonomy,True
36117714,title,Disease,Vascular dysfunction,Cerebrovascular Disorders,D002561,ncbi_mesh,True
36227397,title,Disease,Cognitive Deficits,Cognition Disorders,D003072,ncbi_mesh,True
36227397,title,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
36227397,title,Gene,ERK1/2,Mapk3,26417,ncbi_gene,True
36227397,title,Species,Murine,10090,10090,ncbi_taxonomy,True
36227397,title,Species,Enterohemorrhagic Escherichia coli,,,,False
36227397,abstract,Species,enterohemorrhagic Escherichia coli,,,,False
36227397,abstract,Species,EHEC,,,,False
36227397,abstract,Disease,hemorrhagic colitis,Colitis,D003092,ncbi_mesh,True
36227397,abstract,Disease,hemolytic uremic syndrome,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
36227397,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
36227397,abstract,Disease,acute encephalopathy,Acute Febrile Encephalopathy,D000071072,ncbi_mesh,True
36227397,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
36227397,abstract,Species,EHEC,,,,False
36227397,abstract,Chemical,lipopolysaccharide,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Disease,cognitive dysfunctions,Cognition Disorders,D003072,ncbi_mesh,True
36227397,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
36227397,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36227397,abstract,Species,EHEC infection,,,,False
36227397,abstract,Species,murine,10090,10090,ncbi_taxonomy,True
36227397,abstract,Disease,encephalopathy,Brain Diseases,D001927,ncbi_mesh,True
36227397,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
36227397,abstract,Disease,cognitive alterations,Cognition Disorders,D003072,ncbi_mesh,True
36227397,abstract,Disease,depression,Depressive Disorder,D003866,ncbi_mesh,True
36227397,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
36227397,abstract,Gene,ERK1/2,Mapk3,26417,ncbi_gene,True
36227397,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Gene,ERK1/2,Mapk3,26417,ncbi_gene,True
36227397,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
36227397,abstract,Chemical,dexamethasone,Dexamethasone,D003907,ncbi_mesh,True
36227397,abstract,Disease,EHEC infection,Escherichia coli Infections,D004927,ncbi_mesh,True
36241384,abstract,Disease,Parkinson's disease,Parkinson Disease,D010300,ncbi_mesh,True
36241384,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36241384,abstract,Disease,dopaminergic neuron loss,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Disease,motor disabilities,Movement Disorders,D009069,ncbi_mesh,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Species,mice,10090,10090,ncbi_taxonomy,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Disease,Parkinson's disease,Parkinson Disease,D010300,ncbi_mesh,True
36241384,abstract,Disease,motor impairments,Motor Disorders,D000068079,ncbi_mesh,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Species,mice,10090,10090,ncbi_taxonomy,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Disease,DAN,Nerve Degeneration,D009410,ncbi_mesh,True
36241384,abstract,Chemical,dopamine,Dopamine,D004298,ncbi_mesh,True
36241384,abstract,Disease,neurodevelopment disorders,Congenital Hereditary and Neonatal Diseases and Abnormalities,D009358,ncbi_mesh,True
36241384,abstract,Chemical,dopamine,Dopamine,D004298,ncbi_mesh,True
36241384,abstract,Disease,motor impairments,Motor Disorders,D000068079,ncbi_mesh,True
36241384,abstract,Chemical,dopamine,Dopamine,D004298,ncbi_mesh,True
36241384,abstract,Disease,behavioral impairments,Mental Disorders,D001523,ncbi_mesh,True
36241384,abstract,Disease,neuropsychiatric conditions,Mental Disorders,D001523,ncbi_mesh,True
36241384,abstract,Disease,dopaminergic hypofunction,Adrenal Insufficiency,D000309,ncbi_mesh,True
36426715,abstract,Species,rats,10116,10116,ncbi_taxonomy,True
36426715,abstract,Species,rats,10116,10116,ncbi_taxonomy,True
36426715,abstract,Disease,impulsive responses,Disruptive Impulse Control and Conduct Disorders,D007174,ncbi_mesh,True
36464947,title,Disease,multisystem inflammatory syndrome,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,title,Disease,COVID-19,COVID-19,D000086382,ncbi_mesh,True
36464947,abstract,Disease,pediatric inflammatory multisystem syndrome temporally,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,abstract,Disease,SARS-CoV-2,COVID-19,D000086382,ncbi_mesh,True
36464947,abstract,Disease,PIMS-TS,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,abstract,Disease,PIMS-TS,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,PIMS-TS,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,abstract,Disease,Kawasaki disease,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Disease,KD,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Disease,Kawasaki shock syndrome,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Disease,KSS,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Species,Patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,death,Death,D003643,ncbi_mesh,True
36464947,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,PIMS-TS,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36464947,abstract,Disease,KD,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Disease,KSS,Mucocutaneous Lymph Node Syndrome,D009080,ncbi_mesh,True
36464947,abstract,Species,SARS-CoV-2,2697049,2697049,ncbi_taxonomy,True
36464947,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,fever,Fever,D005334,ncbi_mesh,True
36464947,abstract,Disease,abdominal pain,Abdominal Pain,D015746,ncbi_mesh,True
36464947,abstract,Disease,rash,Exanthema,D005076,ncbi_mesh,True
36464947,abstract,Disease,injection,Belonephobia,C000719195,ncbi_mesh,True
36464947,abstract,Disease,Lymphopenia,Lymphopenia,D008231,ncbi_mesh,True
36464947,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,Mitral valve insufficiency,Mitral Valve Insufficiency,D008944,ncbi_mesh,True
36464947,abstract,Disease,left ventricular,Ventricular Dysfunction Left,D018487,ncbi_mesh,True
36464947,abstract,Disease,pericardial effusion,Pericardial Effusion,D010490,ncbi_mesh,True
36464947,abstract,Disease,coronary artery alterations,Coronary Artery Disease,D003324,ncbi_mesh,True
36464947,abstract,Species,patients,9606,9606,ncbi_taxonomy,True
36464947,abstract,Disease,rash,Exanthema,D005076,ncbi_mesh,True
36464947,abstract,Disease,lymphopenia,Lymphopenia,D008231,ncbi_mesh,True
36464947,abstract,Disease,PIMS-TS,pediatric multisystem inflammatory disease COVID-19 related,C000705967,ncbi_mesh,True
36549423,title,Disease,hypertensive,Hypertension,D006973,ncbi_mesh,True
36549423,title,Species,rats,10116,10116,ncbi_taxonomy,True
36549423,title,Chemical,aldosterone,Aldosterone,D000450,ncbi_mesh,True
36549423,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
36549423,abstract,Disease,hypertensive,Hypertension,D006973,ncbi_mesh,True
36549423,abstract,Species,rats,10116,10116,ncbi_taxonomy,True
36549423,abstract,Chemical,aldosterone,Aldosterone,D000450,ncbi_mesh,True
36549423,abstract,Chemical,aldosterone,Aldosterone,D000450,ncbi_mesh,True
36549423,abstract,Gene,ENaC,Scnn1g,24768,ncbi_gene,True
36549423,abstract,Gene,Klk1,Klk1,24523,ncbi_gene,True
36549423,abstract,Chemical,spironolactone,Spironolactone,D013148,ncbi_mesh,True
36549423,abstract,Species,rats,10116,10116,ncbi_taxonomy,True
36549423,abstract,Gene,ENaC,Scnn1g,24768,ncbi_gene,True
36549423,abstract,Chemical,benzamil,benzamil,C013407,ncbi_mesh,True
36549423,abstract,Chemical,glibenclamide,Glyburide,D005905,ncbi_mesh,True
36549423,abstract,Chemical,aldosterone,Aldosterone,D000450,ncbi_mesh,True
36549423,abstract,Chemical,aldosterone,Aldosterone,D000450,ncbi_mesh,True
36587288,title,Species,Human,9606,9606,ncbi_taxonomy,True
36587288,abstract,Species,human,9606,9606,ncbi_taxonomy,True
36710956,title,Disease,memory deficits,Memory Disorders,D008569,ncbi_mesh,True
36710956,title,Disease,Alzheimer's disease,Alzheimer Disease,D000544,ncbi_mesh,True
36710956,abstract,Disease,Alzheimer's disease,Alzheimer Disease,D000544,ncbi_mesh,True
36710956,abstract,Disease,AD,Alzheimer Disease,D000544,ncbi_mesh,True
36710956,abstract,Disease,AD,Alzheimer Disease,D000544,ncbi_mesh,True
36710956,abstract,Disease,neurodegenerative disorder,Neurodegenerative Diseases,D019636,ncbi_mesh,True
36710956,abstract,Disease,memory deficits,Memory Disorders,D008569,ncbi_mesh,True
36710956,abstract,Disease,map impairment,Corneal dystrophy epithelial basement membrane,C535477,ncbi_mesh,True
36710956,abstract,Disease,memory and navigation deficits,Memory Disorders,D008569,ncbi_mesh,True
36710956,abstract,Disease,AD,Alzheimer Disease,D000544,ncbi_mesh,True
36717499,abstract,Chemical,Water,Water,D014867,ncbi_mesh,True
36717499,abstract,Species,human,9606,9606,ncbi_taxonomy,True
36717499,abstract,Disease,gestational disorders,Diabetes Gestational,D016640,ncbi_mesh,True
36717499,abstract,Chemical,urea,Urea,D014508,ncbi_mesh,True
36717499,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True
36717499,abstract,Species,human,9606,9606,ncbi_taxonomy,True
36878143,title,Disease,Preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,title,Gene,eNOS,NOS3,4846,ncbi_gene,True
36878143,title,Gene,VEGFA,VEGFA,7422,ncbi_gene,True
36878143,title,Gene,FLT-1,FLT1,2321,ncbi_gene,True
36878143,title,Species,women,9606,9606,ncbi_taxonomy,True
36878143,abstract,Disease,Preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Species,human,9606,9606,ncbi_taxonomy,True
36878143,abstract,Gene,eNOS,NOS3,4846,ncbi_gene,True
36878143,abstract,Gene,VEGFA,VEGFA,7422,ncbi_gene,True
36878143,abstract,Gene,FLT-1,FLT1,2321,ncbi_gene,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Gene,eNOS,NOS3,4846,ncbi_gene,True
36878143,abstract,Gene,VEGFA,VEGFA,7422,ncbi_gene,True
36878143,abstract,Gene,FLT-1,FLT1,2321,ncbi_gene,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Gene,VEGFA,VEGFA,7422,ncbi_gene,True
36878143,abstract,Variant,rs2010963,rs2010963,rs2010963##,litvar,True
36878143,abstract,Variant,"G, G, C, C, C",rs2070744,rs2070744##,litvar,True
36878143,abstract,Variant,rs2070744,rs2070744,rs2070744##,litvar,True
36878143,abstract,Variant,rs1799983,rs1799983,rs1799983##,litvar,True
36878143,abstract,Variant,rs2010963,rs2010963,rs2010963##,litvar,True
36878143,abstract,Variant,rs3025039,rs3025039,rs3025039##,litvar,True
36878143,abstract,Variant,rs699947,rs699947,rs699947##,litvar,True
36878143,abstract,Variant,rs4769613,rs4769613,rs4769613##,litvar,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Variant,rs2010963,rs2010963,rs2010963##,litvar,True
36878143,abstract,Gene,VEGFA,VEGFA,7422,ncbi_gene,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
36878143,abstract,Species,women,9606,9606,ncbi_taxonomy,True
37036956,title,Disease,bacterial,Bacterial Infections,D001424,ncbi_mesh,True
37036956,title,Chemical,lipopolysaccharide,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Disease,bacterial,Bacterial Infections,D001424,ncbi_mesh,True
37036956,abstract,Chemical,Lipopolysaccharides,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Disease,Hemolytic Uremic Syndrome,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37036956,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37036956,abstract,Disease,endothelial damage,Vascular Diseases,D014652,ncbi_mesh,True
37036956,abstract,Disease,glomerular destruction,Liver Cirrhosis Biliary,D008105,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Species,Human Microvascular Endothelial Cells-1,,,,False
37036956,abstract,CellLine,HMEC-1,0307,0307,cvcl,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,CellLine,HMEC-1,0307,0307,cvcl,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
37036956,abstract,Disease,endothelial damage,Vascular Diseases,D014652,ncbi_mesh,True
37036956,abstract,Disease,endothelial injury,Vascular System Injuries,D057772,ncbi_mesh,True
37036956,abstract,Chemical,LPS,Lipopolysaccharides,D008070,ncbi_mesh,True
37036956,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37036956,abstract,Disease,tissue injury,Soft Tissue Injuries,D017695,ncbi_mesh,True
37236391,title,Disease,neuropathic pain,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Disease,pathological pain,Pain,D010146,ncbi_mesh,True
37236391,abstract,Disease,cognitive deficits,Cognition Disorders,D003072,ncbi_mesh,True
37236391,abstract,Disease,pain,Pain,D010146,ncbi_mesh,True
37236391,abstract,Disease,pain,Pain,D010146,ncbi_mesh,True
37236391,abstract,Disease,neuropathic pain,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Disease,NP,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Species,mice,10090,10090,ncbi_taxonomy,True
37236391,abstract,Disease,NP,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Disease,NP,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Species,mice,10090,10090,ncbi_taxonomy,True
37236391,abstract,Disease,NP,Neuralgia,D009437,ncbi_mesh,True
37236391,abstract,Disease,pathological pain,Pain,D010146,ncbi_mesh,True
37252991,abstract,Disease,pain,Pain,D010146,ncbi_mesh,True
37252991,abstract,Disease,pain,Pain,D010146,ncbi_mesh,True
37252991,abstract,Disease,neuropathic pain,Neuralgia,D009437,ncbi_mesh,True
37252991,abstract,Chemical,calcium,Calcium,D002118,ncbi_mesh,True
37252991,abstract,Species,mice,10090,10090,ncbi_taxonomy,True
37252991,abstract,Disease,pain,Pain,D010146,ncbi_mesh,True
37252991,abstract,Disease,Peripheral nerve injury,Peripheral Nerve Injuries,D059348,ncbi_mesh,True
37252991,abstract,Disease,neuropathic pain,Neuralgia,D009437,ncbi_mesh,True
37252991,abstract,Disease,neuropathic pain,Neuralgia,D009437,ncbi_mesh,True
37274341,title,Disease,pregnancy diseases and,Pregnancy in Diabetics,D011254,ncbi_mesh,True
37274341,abstract,Disease,pregnancy diseases and,Pregnancy in Diabetics,D011254,ncbi_mesh,True
37274341,abstract,Disease,gestational diabetes mellitus,Diabetes Gestational,D016640,ncbi_mesh,True
37274341,abstract,Disease,preeclampsia,Pre-Eclampsia,D011225,ncbi_mesh,True
37274341,abstract,Disease,perinatal death,Perinatal Death,D066087,ncbi_mesh,True
37274341,abstract,Disease,spontaneous abortion,Abortion Spontaneous,D000022,ncbi_mesh,True
37274341,abstract,Disease,preterm birth,Premature Birth,D047928,ncbi_mesh,True
37274341,abstract,Disease,fetal malformations,Congenital Abnormalities,D000013,ncbi_mesh,True
37274341,abstract,Disease,pregnancy diseases and,Pregnancy in Diabetics,D011254,ncbi_mesh,True
37676461,title,Chemical,Salt,Salts,D012492,ncbi_mesh,True
37676461,title,Disease,Hypertension,Hypertension,D006973,ncbi_mesh,True
37676461,abstract,Chemical,salt,Salts,D012492,ncbi_mesh,True
37676461,abstract,Chemical,salt,Salts,D012492,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Disease,arterial hypertension,Pulmonary Arterial Hypertension,D000081029,ncbi_mesh,True
37676461,abstract,Disease,HT,Hypertension,D006973,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
37676461,abstract,Chemical,sodium transporters,,,,False
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37676461,abstract,Chemical,salt,Salts,D012492,ncbi_mesh,True
37676461,abstract,Disease,HT,Hypertension,D006973,ncbi_mesh,True
37676461,abstract,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
37676461,abstract,Chemical,sodium,Sodium,D012964,ncbi_mesh,True
37683958,title,Chemical,L-DOPA,Levodopa,D007980,ncbi_mesh,True
37683958,title,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Chemical,L-DOPA,Levodopa,D007980,ncbi_mesh,True
37683958,abstract,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Disease,LID,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Disease,Parkinson's disease,Parkinson Disease,D010300,ncbi_mesh,True
37683958,abstract,Disease,LID,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Chemical,6-hydroxydopamine,Oxidopamine,D016627,ncbi_mesh,True
37683958,abstract,Chemical,6-OHDA,Oxidopamine,D016627,ncbi_mesh,True
37683958,abstract,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Chemical,quinpirole,Quinpirole,D019257,ncbi_mesh,True
37683958,abstract,Chemical,quinpirole,Quinpirole,D019257,ncbi_mesh,True
37683958,abstract,Gene,D2 receptor,Drd2,13489,ncbi_gene,True
37683958,abstract,Gene,D2 receptor,Drd2,13489,ncbi_gene,True
37683958,abstract,Disease,LID,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Chemical,L-DOPA,Levodopa,D007980,ncbi_mesh,True
37683958,abstract,Chemical,L-DOPA,Levodopa,D007980,ncbi_mesh,True
37683958,abstract,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Disease,dyskinesia,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37683958,abstract,Disease,LID,Dyskinesia Drug-Induced,D004409,ncbi_mesh,True
37704516,title,Chemical,lipopolysaccharide,Lipopolysaccharides,D008070,ncbi_mesh,True
37704516,title,Chemical,LPS,,,,False
37704516,title,Disease,enterohemorrhagic,,,,False
37704516,abstract,Disease,hemolytic uremic syndrome,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37704516,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37704516,abstract,Disease,EHEC infection,Escherichia coli Infections,D004927,ncbi_mesh,True
37704516,abstract,Disease,acute bloody diarrhea syndrome,Trichohepatoenteric Syndrome,C565627,ncbi_mesh,True
37704516,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37704516,abstract,Chemical,LPS,,,,False
37704516,abstract,Chemical,LPS,,,,False
37704516,abstract,Chemical,LPS,,,,False
37704516,abstract,Disease,infection,Infections,D007239,ncbi_mesh,True
37704516,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37852390,abstract,Disease,Parkinson's disease,Parkinson Disease,D010300,ncbi_mesh,True
37852390,abstract,Disease,PD,Parkinson Disease,D010300,ncbi_mesh,True
37852390,abstract,Disease,PD,Parkinson Disease,D010300,ncbi_mesh,True
37852390,abstract,Chemical,Ca2+,,,,False
37852390,abstract,Chemical,Ca2+,,,,False
37852390,abstract,Gene,Cav1.2,CACNA1C,775,ncbi_gene,True
37852390,abstract,Chemical,Ca2+ channels,,,,False
37852390,abstract,Gene,Cav1.3,CACNA1D,776,ncbi_gene,True
37852390,abstract,Gene,Cav1.2,CACNA1C,775,ncbi_gene,True
37852390,abstract,Chemical,adenosine triphosphate,Adenosine Triphosphate,D000255,ncbi_mesh,True
37852390,abstract,Chemical,ATP,Adenosine Triphosphate,D000255,ncbi_mesh,True
37852390,abstract,Gene,Cav1.2,CACNA1C,775,ncbi_gene,True
37852390,abstract,Gene,Cav1.2,CACNA1C,775,ncbi_gene,True
37852390,abstract,Disease,PD,Parkinson Disease,D010300,ncbi_mesh,True
37979924,title,Chemical,Shiga toxin type 2,,,,False
37979924,title,Disease,Hemolytic Uremic Syndrome,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Disease,Hemolytic Uremic Syndrome,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Disease,thrombi,,,,False
37979924,abstract,Disease,proinflammatory,,,,False
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Chemical,creatinine,Creatinine,D003404,ncbi_mesh,True
37979924,abstract,Chemical,urea,Urea,D014508,ncbi_mesh,True
37979924,abstract,Chemical,creatinine,Creatinine,D003404,ncbi_mesh,True
37979924,abstract,Disease,renal damages,Kidney Diseases,D007674,ncbi_mesh,True
37979924,abstract,Disease,renal damages,Kidney Diseases,D007674,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Chemical,creatinine,Creatinine,D003404,ncbi_mesh,True
37979924,abstract,Chemical,urea,Urea,D014508,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Chemical,creatinine,Creatinine,D003404,ncbi_mesh,True
37979924,abstract,Chemical,urea,Urea,D014508,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
37979924,abstract,Disease,HUS,Hemolytic-Uremic Syndrome,D006463,ncbi_mesh,True
37979924,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True
38019897,title,Disease,tumor,Neoplasms,D009369,ncbi_mesh,True
38019897,title,Disease,inflammatory,Inflammation,D007249,ncbi_mesh,True
38019897,abstract,Gene,CD4,CD4,920,ncbi_gene,True
38019897,abstract,Disease,HIV,HIV Infections,D015658,ncbi_mesh,True
38019897,abstract,Gene,CD4,CD4,920,ncbi_gene,True
38019897,abstract,Gene,P3H3,P3H3,10536,ncbi_gene,True
38019897,abstract,Gene,NBL1,NBL1,4681,ncbi_gene,True
